DistanceToGoal,Angle_to_goal,DistanceToOpp,OppX,OppY,OppVx,OppVy,VtowardsBall,Success,PredictedSucess,Probability,Rvx,Rvy
3699.022949,0.429581,3366.411377,3343.504395,-392.051331,13.269226,766.863037,766.863037,NO,NO,0.024883,138.814484,-19.276760
3573.235596,0.368428,3019.891113,2989.564453,-426.903687,12.002045,818.211975,818.211975,NO,NO,0.119261,-150.570633,-7.544933
2926.740967,-0.103180,2761.609131,2732.416016,400.484192,17.711296,-739.239502,739.239502,NO,YES,0.622182,-147.080963,-18.431061
3215.070068,-0.193164,3058.841064,3025.878662,447.846191,26.670380,-846.776550,846.776550,NO,NO,0.454708,270.947968,0.183182
3312.905273,-0.162695,2960.113525,2925.174316,453.460754,-114.460266,-27.950047,27.950047,YES,NO,0.400363,56.393993,42.874493
3921.904297,-0.289814,3772.516113,3751.825684,-394.563538,14.670059,720.653809,720.653809,NO,NO,0.008703,128.313171,33.498520
3158.050293,-0.263387,2871.391357,2843.032227,402.562347,17.074631,-819.311462,819.311462,NO,NO,0.204441,687.507263,25.714172
2983.214111,0.179102,2751.995850,2707.271973,494.124329,8.472965,-332.921265,332.921265,YES,YES,0.988711,424.087708,59.112053
2871.272217,0.050956,2602.655273,2566.811279,430.458435,27.805206,-803.266113,803.266113,YES,YES,0.923166,255.762436,1.105125
3095.210449,-0.187451,2879.299805,2850.681396,-404.950165,30.585007,783.556274,783.556274,NO,NO,0.280856,110.602844,-92.361115
3012.141846,-0.262671,2697.252686,2658.764160,454.032379,-56.969845,-54.359779,54.359779,YES,YES,0.929573,-144.714264,13.335117
2983.412598,-0.100450,2837.535889,2808.377930,405.738037,20.894299,-620.231689,620.231689,NO,YES,0.533189,426.738586,40.866093
3094.291260,0.207740,2761.449707,2723.051025,-458.909882,-18.332176,296.166962,296.166962,YES,YES,0.899832,215.066147,-12.469408
3012.333496,-0.123764,2338.634277,2299.467529,426.214630,7.732018,-433.500946,433.500946,YES,YES,0.890243,243.735306,12.609442
3008.207031,0.146137,2398.993652,2367.968994,-384.569427,16.342934,783.376221,783.376221,NO,YES,0.541079,-157.909027,-14.675432
2956.945068,-0.126960,2778.703857,2738.532471,470.780426,8.018948,-417.780914,417.780914,YES,YES,0.971741,82.421707,25.275578
3031.164307,-0.155411,2822.838379,2790.414062,426.621826,25.471947,-687.936462,687.936462,NO,YES,0.723755,-147.858124,9.866188
3568.394287,0.438041,3149.520996,3117.538086,-447.704163,-39.908386,990.067688,990.067688,NO,NO,0.129575,901.885193,47.105896
3008.124268,0.152902,2744.523682,2706.138428,-457.411865,3.337936,426.089661,426.089661,YES,YES,0.935210,206.076279,-21.121340
3033.601562,0.147799,2885.224854,2847.927979,462.415955,8.676662,-312.794037,312.794037,YES,YES,0.926423,283.270020,82.793945
3311.212402,-0.434215,2952.091797,2895.820557,573.645203,-52.631477,-141.524200,141.524200,YES,YES,0.990662,814.676392,-46.661591
3068.247314,-0.075619,2962.084717,2934.646240,-402.239929,22.842037,722.091431,722.091431,NO,NO,0.240011,-145.003342,-24.682486
3273.521729,-0.218346,2983.713867,2939.541504,511.511719,22.406982,-843.624756,843.624756,YES,YES,0.951844,1027.924561,33.493454
3101.901123,-0.143623,2212.385010,2175.733154,401.038330,15.002445,-540.734558,540.734558,YES,YES,0.645030,-147.507233,-7.540444
3090.822754,-0.146867,2249.826904,2215.442383,391.837769,24.117321,-603.079407,603.079407,YES,YES,0.569187,-153.807007,6.093315
3124.235840,-0.209958,2535.295898,2500.779053,416.927979,-7.731934,-500.383240,500.383240,NO,YES,0.631627,-141.104797,-8.434959
2963.360840,-0.109635,2789.015381,2746.696533,484.009644,-66.293747,-113.025597,113.025597,YES,YES,0.983808,-140.774597,8.826632
2942.224365,-0.141245,2742.049316,2709.999268,418.014618,14.870430,-584.521118,584.521118,NO,YES,0.787589,-144.296936,4.955988
3448.791504,-0.449723,3025.381348,2993.525391,437.879333,14.659851,-785.151611,785.151611,NO,NO,0.176361,242.482407,8.067444
2937.376221,-0.062793,3128.510742,3046.515381,-711.563599,13.467957,0.846804,0.846804,YES,YES,0.999964,674.906921,-59.474277
3161.307129,-0.291780,2870.519531,2831.249756,473.187805,-110.959244,118.602173,-118.602173,YES,YES,0.906473,-49.424339,77.600739
2899.007324,-0.137959,1913.002563,1869.691650,404.761658,16.353405,-490.825562,490.825562,YES,YES,0.956469,251.365677,7.523804
2949.142822,0.042968,2340.431396,2313.935547,351.171875,25.521120,-740.698425,740.698425,NO,NO,0.377121,-98.083801,-13.393661
