DistanceToGoal,Angle_to_goal,DistanceToOpp,OppX,OppY,OppVx,OppVy,VtowardsBall,Success,PredictedSucess,Probability,Rvx,Rvy
3008.688965,-0.114796,2860.985596,2831.615234,408.894684,-59.445107,84.479080,-84.479080,YES,YES,0.507067,33.975193,53.790894
3050.544434,0.081332,2321.363281,2294.196045,-354.107178,-2.448561,349.979950,349.979950,YES,NO,0.355369,-144.635025,36.249405
3015.142334,-0.123790,2365.909180,2341.108643,341.667114,11.525169,-442.791870,442.791870,NO,NO,0.271563,9.995752,56.381973
3005.833740,-0.032514,2850.061523,2828.249023,351.935303,13.367931,-636.976379,636.976379,NO,NO,0.106894,200.823135,36.278816
3180.876221,0.331008,2819.744873,2799.666260,-335.902100,4.763763,725.835083,725.835083,NO,NO,0.065852,-144.383926,-95.700981
2877.204102,-0.271528,2347.859863,2315.226562,390.092041,-42.051678,-146.880051,146.880051,YES,YES,0.734432,251.204254,8.039505
3052.111816,-0.268307,2737.222656,2709.541992,388.292786,5.549362,-303.860687,303.860687,NO,NO,0.287205,259.224121,-0.238373
3038.960449,-0.272177,2713.999756,2686.163086,387.716766,-70.265938,166.845566,-166.845566,YES,NO,0.316764,-137.238235,30.234184
2968.916504,0.245792,2070.189453,2045.310669,-319.982574,3.160820,393.698212,393.698212,NO,NO,0.359858,247.526505,-8.863819
2968.902100,0.071070,2803.302979,2780.944092,353.352966,22.239243,-690.161743,690.161743,NO,NO,0.128139,-151.072647,-7.611784
3039.415283,0.094041,2848.226318,2819.396729,404.221619,27.776798,-629.136963,629.136963,NO,NO,0.391119,447.019562,60.184723
2853.278809,0.081094,2626.717041,2600.302734,371.575500,23.333542,-710.823914,710.823914,NO,NO,0.483540,248.986115,2.692217
2989.741699,0.010928,2786.035400,2764.382080,346.676727,13.976339,-724.823425,724.823425,NO,NO,0.113918,-8.401122,15.001730
1225.914429,-0.109459,787.075012,721.493652,314.537689,23.739613,-383.871277,383.871277,YES,YES,1.000000,253.373810,19.735661
1805.255493,0.279071,882.303162,859.009338,-201.399811,13.490311,562.085815,562.085815,NO,YES,0.941078,248.209869,-10.847134
1281.362427,0.158008,790.540588,727.801025,-308.642303,19.027363,390.564331,390.564331,YES,YES,1.000000,256.336823,-20.680819
1971.690430,-0.216077,1077.676147,1042.247070,274.056580,-7.136658,-529.832397,529.832397,YES,YES,0.996992,-62.601688,25.074730
1526.867920,0.232191,573.172119,553.128296,-150.251114,12.930969,518.047546,518.047546,NO,YES,0.986853,255.841354,1.933598
1284.290527,0.448191,688.333740,633.689148,-268.777710,35.178589,633.733459,633.733459,YES,YES,1.000000,246.521149,-17.899864
2061.624756,0.027233,1572.385986,1540.765991,-313.747986,19.323236,568.134827,568.134827,YES,YES,0.986506,-174.260391,-19.910002
1124.153687,0.405903,458.509857,443.467865,-116.479744,3.031982,461.175049,461.175049,NO,YES,0.993656,256.706543,-5.905998
2249.530273,0.395805,1818.759033,1786.688721,340.041016,24.569183,-446.997375,446.997375,YES,YES,0.976184,248.818771,13.981750
1258.229858,0.268063,810.829224,747.058350,-315.194885,36.451981,478.288727,478.288727,YES,YES,1.000000,254.191010,-20.330326
1543.094116,-0.332389,697.707703,680.800537,152.665161,3.472275,-522.818604,522.818604,NO,YES,0.881217,246.382248,-6.522469
1963.626465,-0.131648,1773.736816,1722.603394,422.823120,-61.554146,93.907845,-93.907845,YES,YES,0.999938,-138.835312,80.848816
3693.247314,0.366047,3058.241455,3038.362793,-348.128784,-15.183472,836.661072,836.661072,NO,NO,0.023999,1509.628052,23.749176
4259.304199,-0.359882,3786.079102,3768.271729,366.774353,-6.532928,-871.622253,871.622253,NO,NO,0.003602,1536.545166,-25.171967
1968.197388,-0.159180,1702.443359,1665.030029,354.949280,-33.053070,-641.358032,641.358032,YES,YES,0.998679,254.879745,-0.140202
1572.786987,0.257656,684.293396,662.810181,-170.117935,21.350815,546.609131,546.609131,NO,YES,0.982862,255.124130,-1.378456
1685.775024,-0.021322,812.274170,790.293030,-187.686859,29.176371,540.299316,540.299316,YES,YES,0.957521,254.156357,-7.277070
1579.163086,-0.434443,713.829956,691.527344,177.039993,4.144272,-564.056335,564.056335,NO,YES,0.985753,257.569855,6.169922
1318.998291,-0.140847,767.786621,712.013489,287.285675,36.448120,-462.929474,462.929474,YES,YES,1.000000,250.266663,15.894167
3809.734619,0.453612,3153.239990,3116.238770,-481.640198,24.184464,428.871552,428.871552,NO,NO,0.192505,721.023132,22.358368
