DistanceToGoal,Angle_to_goal,DistanceToOpp,OppX,OppY,OppVx,OppVy,VtowardsBall,Success,PredictedSucess,Probability,Rvx,Rvy
3726.078125,0.234240,3433.300293,3386.724609,-563.603271,18.041229,919.384094,919.384094,NO,YES,0.755502,846.020508,-29.548645
3234.160645,0.090131,3042.503174,2996.332275,528.031494,24.788280,-565.151062,565.151062,YES,YES,0.940089,239.586395,37.426544
3561.439697,0.144648,3363.061523,3317.729004,550.323914,26.964287,-464.966766,464.966766,YES,YES,0.822508,256.276428,168.274155
3562.945557,-0.201335,3222.486572,3174.583008,553.573242,-10.451164,-172.959686,172.959686,YES,YES,0.858346,-143.166061,67.475151
4022.147461,-0.332959,3096.142334,3043.618652,567.876709,4.677612,-725.457397,725.457397,YES,YES,0.647093,368.753662,4.184334
3570.287109,-0.082880,3372.958740,3339.899414,-471.085938,13.427498,873.768799,873.768799,NO,NO,0.303435,-151.860001,-11.319979
3603.749756,-0.228683,3288.864258,3245.666260,531.299194,13.513664,-522.309265,522.309265,YES,YES,0.734887,156.576431,21.631840
3568.646973,-0.224933,3218.440186,3171.604736,547.065063,-30.345917,-427.945312,427.945312,YES,YES,0.835404,98.008362,53.039204
4280.213867,-0.458495,3260.950439,3222.266602,500.795044,14.954620,-896.805176,896.805176,NO,NO,0.068793,261.622803,5.071854
3830.430908,-0.399896,3152.757812,3110.721436,513.121643,9.511414,-488.852966,488.852966,NO,NO,0.494491,260.576782,9.381744
3507.440430,0.096941,3342.212646,3295.651123,-555.938965,-21.708664,271.187317,271.187317,YES,YES,0.869900,-149.488495,-29.058273
3502.973633,0.061379,3160.390869,3126.842041,-459.269165,16.297474,860.225403,860.225403,NO,NO,0.415206,-105.675690,-4.993618
3199.799561,0.145830,3046.215088,3018.983398,-406.404480,34.259743,752.897339,752.897339,NO,NO,0.351907,311.303162,-11.736240
2910.725342,0.152884,2644.250244,2591.792480,524.090454,55.544022,-876.658630,876.658630,YES,YES,0.992571,256.140198,12.995049
3029.106201,-0.150135,2777.918945,2742.344727,-443.145386,35.301682,841.681885,841.681885,YES,YES,0.851728,-155.834244,33.064014
3291.633545,0.395611,2174.886475,2140.668945,-384.275391,1.935944,832.329834,832.329834,NO,YES,0.609558,-112.681694,-100.836243
2749.979736,-0.049134,2555.044434,2512.956787,461.845398,25.934731,-837.235474,837.235474,YES,YES,0.980442,-16.522818,69.143997
3194.832031,0.175340,3052.249756,3002.726807,-547.594849,0.000000,0.000000,0.000000,YES,YES,0.967805,-6.443112,-24.853956
3719.163330,0.442347,3396.760254,3358.623779,-507.569092,8.414154,905.714417,905.714417,NO,NO,0.435698,-124.495300,10.068878
3370.386230,0.167014,3127.647949,3103.140625,-390.769165,17.060646,754.709534,754.709534,NO,NO,0.082348,-32.360958,15.838493
