DistanceToGoal,Angle_to_goal,DistanceToOpp,OppX,OppY,OppVx,OppVy,VtowardsBall,Success,PredictedSucess,Probability,Rvx,Rvy
3444.336914,0.073559,3257.165527,3230.118896,-418.879517,-64.720703,89.682594,89.682594,NO,NO,0.077977,248.910217,3.584026
4396.720703,0.478125,3983.279785,3963.298340,-398.473877,14.511444,752.267639,752.267639,NO,NO,0.027770,-81.087906,9.048058
3780.982178,-0.191664,3230.465088,3213.351074,332.082611,9.800140,-721.429016,721.429016,NO,NO,0.027902,-150.775284,23.164310
3561.191895,0.108463,2988.985107,2969.272217,-342.715057,8.015579,452.153259,452.153259,NO,NO,0.028085,-136.479797,-6.931245
4024.397217,0.224685,3548.183105,3531.348145,-345.228943,9.857391,803.751892,803.751892,NO,NO,0.028108,-93.278214,-259.675598
3684.369873,-0.064815,3210.262939,3186.148926,392.735840,-34.267887,-26.097458,26.097458,NO,NO,0.031752,-135.756332,28.991030
3526.697510,0.131576,3189.875488,3170.969971,-346.780762,12.846783,550.923950,550.923950,NO,NO,0.027834,-134.979935,-16.019495
3726.622559,-0.151060,3423.349854,3406.629883,337.931580,2.120781,-692.606384,692.606384,NO,NO,0.027997,439.033417,92.916344
3557.419189,-0.310407,3270.232178,3228.479980,520.900208,9.248749,-658.167786,658.167786,NO,YES,0.787438,258.205933,-2.299889
3900.599365,-0.249612,3607.922852,3581.570312,435.273376,14.285675,-802.362244,802.362244,NO,NO,0.034685,252.491241,3.698490
3952.074219,0.545345,3277.848633,3260.011719,-341.489502,-10.707802,158.325958,158.325958,NO,NO,0.027812,127.893631,-46.008774
3936.299072,-0.153341,3220.907471,3201.566162,352.447144,30.103111,-811.604187,811.604187,NO,NO,0.027775,-160.607269,11.050037
3922.029785,-0.224194,3397.257812,3381.748291,-324.249268,12.812592,600.380798,600.380798,NO,NO,0.028588,-102.515663,-19.477486
3503.958740,-0.380505,2917.134277,2901.310303,-303.431946,22.096054,678.916016,678.916016,NO,NO,0.027771,-127.612877,-24.566992
3444.607178,-0.319544,3137.972168,3113.120361,394.145935,11.679733,-854.497437,854.497437,NO,NO,0.045613,201.612778,4.899174
3385.947998,-0.361354,2832.545898,2809.438477,361.070374,-8.359924,-167.049042,167.049042,NO,NO,0.044340,232.627533,6.872864
3370.316162,0.381452,2659.113525,2626.115234,-417.617676,10.766113,901.799438,901.799438,NO,YES,0.602641,264.271698,-4.420799
2835.657959,-0.054819,2341.071289,2317.895264,328.596100,16.483822,-370.513397,370.513397,NO,NO,0.474553,238.223236,6.658950
3003.909668,0.111434,2859.258789,2838.073242,-347.420593,14.721519,739.350098,739.350098,NO,NO,0.118635,-85.145630,62.045387
3366.044189,-0.049639,3239.509766,3218.229492,370.708984,5.765622,-349.962616,349.962616,NO,NO,0.030219,-137.966690,18.610821
3430.473633,-0.279276,3190.885010,3148.729248,516.964966,21.511505,-824.028748,824.028748,NO,YES,0.900853,-162.758850,32.339745
3135.123535,-0.108391,2773.082031,2746.815918,-380.770691,2.724483,301.693817,301.693817,NO,NO,0.328572,268.704834,-5.542213
3478.793213,-0.325254,3141.242920,3121.189453,354.379333,-0.609344,-791.657593,791.657593,NO,NO,0.028240,1056.178345,-7.355377
3515.939941,-0.343015,3099.888916,3082.106445,331.557312,1.542313,-693.098877,693.098877,NO,NO,0.027763,1077.116577,4.772430
3637.856445,0.392119,3018.717529,2980.492920,-478.870056,-17.505035,625.708801,625.708801,YES,YES,0.523862,-93.070732,25.710390
3411.876221,-0.220941,3147.494141,3122.718506,394.141571,6.703613,-864.597961,864.597961,NO,NO,0.051122,-160.913574,2.868782
3220.312988,-0.110680,3069.918457,3042.065918,412.593384,-17.256720,-113.054153,113.054153,NO,NO,0.333306,224.479660,3.885818
3031.118652,0.364772,2653.231689,2625.414551,-383.192200,-64.686150,16.855047,16.855047,YES,YES,0.598507,-5.291161,-47.248375
3494.954834,-0.366488,3203.603516,3161.267822,519.096619,-40.080551,-750.322083,750.322083,YES,YES,0.867199,339.337677,-78.942772
3526.670654,-0.356279,3162.399658,3140.164307,374.351318,-45.682747,-98.269821,98.269821,NO,NO,0.029778,229.374664,37.695316
3389.348633,-0.271737,2888.179688,2869.997803,323.566010,9.991959,-681.430786,681.430786,NO,NO,0.027865,183.578201,37.489468
3287.229004,-0.267759,2560.770264,2540.105469,324.668365,13.469269,-508.000702,508.000702,NO,NO,0.037129,-99.563858,100.057961
2986.477783,-0.328649,2501.514404,2476.151123,355.316071,21.299393,-419.565826,419.565826,NO,NO,0.461841,215.589752,15.261730
