DistanceToGoal,Angle_to_goal,DistanceToOpp,OppX,OppY,OppVx,OppVy,VtowardsBall,Success,PredictedSucess,Probability,Rvx,Rvy
3539.376709,0.238269,2628.206543,2597.614502,-399.836578,16.374290,521.653931,521.653931,NO,NO,0.224216,250.464951,0.220142
3548.363525,-0.331506,2814.177002,2784.995605,404.218933,-86.989738,-62.811279,62.811279,YES,NO,0.118390,241.324783,1.279900
3494.461670,-0.165803,3319.162598,3291.740479,425.777405,1.454582,-654.894958,654.894958,NO,NO,0.065188,-166.903046,40.149979
3773.342529,-0.319877,3499.698242,3472.974609,431.665100,18.003265,-778.759644,778.759644,NO,NO,0.036177,12.291958,28.372663
3646.277344,-0.186428,3247.563477,3215.687744,453.896423,-4.076210,-243.677643,243.677643,NO,NO,0.108289,93.873398,28.633059
3805.801514,-0.324312,3466.258301,3439.233154,431.996765,29.021866,-913.646790,913.646790,NO,NO,0.036794,1116.203979,36.185150
3896.709229,-0.245595,3345.787598,3317.745361,432.270691,-22.590706,-218.533600,218.533600,NO,NO,0.039249,-49.255157,70.670853
3911.465576,-0.044022,3273.493652,3244.867676,431.967651,18.398087,-203.495270,203.495270,NO,NO,0.041134,274.459442,31.352200
3055.399414,-0.060253,2925.568359,2888.905518,-461.709259,24.837561,311.181274,311.181274,YES,YES,0.946237,414.949982,-170.277542
3741.695557,0.455978,3368.464600,3326.401611,-530.666443,23.280853,950.236389,950.236389,NO,YES,0.559867,-152.638809,-8.588963
3541.952637,0.399092,2912.951416,2883.640625,-412.190796,11.574249,755.431763,755.431763,NO,NO,0.116274,-117.908875,-1.562691
3164.362549,0.107217,2539.903809,2510.866211,382.964172,29.189659,-684.370117,684.370117,YES,YES,0.555119,247.492111,0.927767
2610.599854,0.072042,1698.948975,1662.379639,-350.601501,20.387596,672.651794,672.651794,YES,YES,0.998247,233.118835,-8.049623
3159.764404,0.025240,2564.265869,2525.527344,444.040497,-164.148911,87.798676,-87.798676,YES,YES,0.959205,238.100998,-5.023774
3107.383789,-0.223249,2855.730957,2820.679199,446.057678,14.112610,-423.224335,423.224335,YES,YES,0.899725,124.187103,31.476562
2976.153320,-0.096383,1969.361938,1940.138306,-338.008545,43.228310,732.875000,732.875000,YES,YES,0.856821,262.541656,-16.087160
3094.612793,0.097010,2438.218018,2400.746094,425.822388,11.651545,-246.455154,246.455154,YES,YES,0.961219,340.319153,147.518875
3081.526367,-0.185805,2863.206055,2823.139648,-477.317871,-73.844818,-106.445312,-106.445312,YES,YES,0.975897,674.639648,-95.372505
2966.307373,0.161341,2793.202881,2763.264893,-407.859955,20.000793,801.165405,801.165405,NO,YES,0.792930,-131.400665,-21.872143
2926.822754,-0.233680,2684.215820,2647.156494,444.496216,-6.842178,-405.964417,405.964417,YES,YES,0.975612,169.252472,19.194057
2883.947998,-0.034696,1990.769897,1962.991821,-331.403625,23.004248,783.015259,783.015259,YES,YES,0.846036,285.029053,-13.118583
3585.395752,-0.427361,3224.456299,3182.358643,519.337158,9.861145,-850.395752,850.395752,NO,YES,0.782113,-136.114456,27.883625
3014.163086,-0.139350,2521.669678,2488.403564,408.247375,16.183792,-709.671631,709.671631,NO,YES,0.908260,-163.665344,1.931677
3116.983643,-0.036563,2931.520020,2892.349854,-477.622711,3.480743,342.523407,342.523407,YES,YES,0.963326,245.212265,-4.382251
3514.162109,-0.390124,3143.039062,3109.599854,457.258118,-4.441101,-853.212646,853.212646,NO,NO,0.328472,643.909790,-48.814804
3456.750732,-0.507968,2983.170410,2952.141846,429.145142,-13.793129,-259.803772,259.803772,NO,NO,0.269754,227.577423,2.088783
3570.588867,-0.354973,3232.071533,3197.104248,474.142273,-8.339844,-1044.715942,1044.715942,NO,NO,0.340840,-50.148254,-19.311718
3351.342773,-0.288871,3119.641602,3085.232910,-462.064026,-76.374176,132.166763,132.166763,YES,YES,0.640040,265.292389,-21.199051
3025.464355,0.026237,2187.406250,2147.553223,-415.645813,7.274802,391.427979,391.427979,YES,YES,0.988756,254.432953,-9.236488
3321.732666,-0.224690,2687.381592,2652.865967,429.328491,10.407848,-317.709961,317.709961,YES,YES,0.750121,243.779968,11.069916
3565.082275,-0.451032,3149.635254,3114.737061,467.563782,-8.866394,-830.354675,830.354675,NO,NO,0.359216,504.321320,-10.128952
3141.861084,-0.171668,2942.466553,2907.043457,-455.201019,-20.619238,119.732941,119.732941,YES,YES,0.891550,230.379196,-0.448265
3702.524414,-0.430243,3268.207275,3238.686768,438.275330,19.906036,-648.948120,648.948120,NO,NO,0.046756,-42.534004,102.830162
